id,collection,dc.identifier.uri,cml.calculationtype[],cml.energy.units[],cml.energy.value[],cml.formula.generic[],cml.hasmolecularorbitals[],cml.hassolvent[],cml.hasvibrationalfrequencies[],cml.method[],cml.numberofjobs[],cml.program.name[],cml.program.other[],cml.program.version[],cml.shelltype[],dc.contributor.author[],dc.date.created[],dc.date.issued[],dc.description.abstract[],dc.publisher[],dc.relation.ispartof,dc.relation.uri[*],dc.relation[*],dc.rights.uri[],dc.rights[],dc.title[],dc.type[]
"102116","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101065","Geometry optimization","eV","-883.86334044","CH4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.408532+02:00","2025-07-23T10:54:16.408532+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methanol/top_Obr config_1","dataset"
"102117","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101066","Geometry optimization","eV","-901.16464423","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.355831+02:00","2025-07-23T10:54:16.355831+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/hollow_M5c-Oip config_1","dataset"
"102118","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101067","Geometry optimization","eV","-900.40754188","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.311783+02:00","2025-07-23T10:54:16.311783+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/hollow_M5c-Oip config_2","dataset"
"102119","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101068","Geometry optimization","eV","-900.13530237","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.266753+02:00","2025-07-23T10:54:16.266753+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/bridge_Obr config_1","dataset"
"102120","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101069","Geometry optimization","eV","-900.95601748","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.214564+02:00","2025-07-23T10:54:16.214564+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/hollow_M5c-Obr config_1","dataset"
"102121","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101070","Geometry optimization","eV","-901.59979902","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.162171+02:00","2025-07-23T10:54:16.162171+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/hollow_M5c-Obr config_2","dataset"
"102122","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101071","Geometry optimization","eV","-901.35347032","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.107833+02:00","2025-07-23T10:54:16.107833+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/top_M5c config_1","dataset"
"102123","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101072","Geometry optimization","eV","-901.60254394","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:16.012025+02:00","2025-07-23T10:54:16.012025+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/top_M5c config_2","dataset"
"102124","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101073","Geometry optimization","eV","-900.91171407","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.957206+02:00","2025-07-23T10:54:15.957206+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/top_M5c config_3","dataset"
"102125","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101074","Geometry optimization","eV","-900.02362771","C2H6Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.902547+02:00","2025-07-23T10:54:15.902547+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Methoxymethane/top_Obr config_1","dataset"
"102126","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101075","Geometry optimization","eV","-875.84899148","CH2Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.847589+02:00","2025-07-23T10:54:15.847589+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Formaldehyde/bridge_Obr config_1","dataset"
"102127","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101076","Geometry optimization","eV","-877.24511673","CH2Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.791135+02:00","2025-07-23T10:54:15.791135+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Formaldehyde/hollow_M5c-Obr config_1","dataset"
"102128","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101077","Geometry optimization","eV","-877.27216046","CH2Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.73408+02:00","2025-07-23T10:54:15.73408+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Formaldehyde/top_M5c config_1","dataset"
"102129","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101078","Geometry optimization","eV","-875.87099121","CH2Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.680778+02:00","2025-07-23T10:54:15.680778+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Formaldehyde/top_Obr config_1","dataset"
"102130","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101079","Geometry optimization","eV","-918.59303547","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.627524+02:00","2025-07-23T10:54:15.627524+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/hollow_M5c-Oip config_1","dataset"
"102131","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101080","Geometry optimization","eV","-917.39520640","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.57452+02:00","2025-07-23T10:54:15.57452+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/bridge_Obr config_1","dataset"
"102132","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101081","Geometry optimization","eV","-919.17452963","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.521291+02:00","2025-07-23T10:54:15.521291+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/hollow_M5c-Obr config_1","dataset"
"102133","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101082","Geometry optimization","eV","-919.28123028","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.461522+02:00","2025-07-23T10:54:15.461522+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/hollow_M5c-Obr config_2","dataset"
"102134","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101083","Geometry optimization","eV","-918.18568997","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.395458+02:00","2025-07-23T10:54:15.395458+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/top_M5c config_1","dataset"
"102135","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101084","Geometry optimization","eV","-919.50889767","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.342319+02:00","2025-07-23T10:54:15.342319+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/top_M5c config_2","dataset"
"102136","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101085","Geometry optimization","eV","-918.21016717","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.287067+02:00","2025-07-23T10:54:15.287067+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/top_M5c config_3","dataset"
"102137","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101086","Geometry optimization","eV","-918.35006409","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.233883+02:00","2025-07-23T10:54:15.233883+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/top_Obr config_1","dataset"
"102138","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101087","Geometry optimization","eV","-917.32164426","C3H8Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.180222+02:00","2025-07-23T10:54:15.180222+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Propan-2-ol/top_Obr config_2","dataset"
"102139","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101088","Geometry optimization","eV","-894.38580637","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.126625+02:00","2025-07-23T10:54:15.126625+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/hollow_M5c-Oip config_1","dataset"
"102140","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101089","Geometry optimization","eV","-894.51384085","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.071303+02:00","2025-07-23T10:54:15.071303+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/hollow_M5c-Oip config_2","dataset"
"102141","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101090","Geometry optimization","eV","-895.83314493","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:15.018597+02:00","2025-07-23T10:54:15.018597+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/bridge_Obr config_1","dataset"
"102142","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101091","Geometry optimization","eV","-894.38999340","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.965624+02:00","2025-07-23T10:54:14.965624+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/bridge_Obr config_2","dataset"
"102143","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101092","Geometry optimization","eV","-893.79312766","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.912763+02:00","2025-07-23T10:54:14.912763+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/hollow_M5c-Obr config_1","dataset"
"102144","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101093","Geometry optimization","eV","-893.25509479","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.859153+02:00","2025-07-23T10:54:14.859153+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/hollow_M5c-Obr config_2","dataset"
"102145","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101094","Geometry optimization","eV","-893.81314443","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.805117+02:00","2025-07-23T10:54:14.805117+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/hollow_M5c-Obr config_3","dataset"
"102146","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101095","Geometry optimization","eV","-893.26343365","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.751656+02:00","2025-07-23T10:54:14.751656+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/top_M5c config_1","dataset"
"102147","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101096","Geometry optimization","eV","-895.71601703","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.698758+02:00","2025-07-23T10:54:14.698758+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/top_M5c config_2","dataset"
"102148","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101097","Geometry optimization","eV","-894.43074057","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.645935+02:00","2025-07-23T10:54:14.645935+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/top_M5c config_3","dataset"
"102149","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101098","Geometry optimization","eV","-892.79097209","C2H4Ir40O81","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:14.591497+02:00","2025-07-23T10:54:14.591497+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/IrO2(110)/CxHyO/Acetaldehyde/top_Obr config_1","dataset"
